"Obs","ctb_item_id","ctb_level_id","ctb_answer_key","ctb_objective_id","ctb_objective_title","a_SS","b_SS","c_par"
"93",301554,"M",4,2476,"Multimeaning words",0.02097,408.889,0.2071
"94",301742,"D",2,2476,"Multimeaning words",0.02193,580.817,0.3662
"95",301682,"D",3,2476,"Multimeaning words",0.02203,468.970,0.2152
"96",301746,"D",3,2476,"Multimeaning words",0.02210,471.660,0.2302
"97",301496,"E",1,2476,"Multimeaning words",0.02560,466.442,0.2348
"98",301880,"A",1,2476,"Multimeaning words",0.02648,603.921,0.2778
"99",301806,"A",2,2476,"Multimeaning words",0.02648,635.985,0.1607
"100",301626,"M",3,2477,"Words in context",0.00733,485.915,0.2000
"101",301708,"D",4,2477,"Words in context",0.00988,490.704,0.2000
"102",301694,"D",2,2477,"Words in context",0.01083,467.649,0.2000
"103",301690,"D",4,2477,"Words in context",0.01083,505.734,0.2000
"104",301506,"E",3,2477,"Words in context",0.01101,479.195,0.2026
"105",301442,"E",4,2477,"Words in context",0.01175,504.620,0.2000
"106",301504,"E",2,2477,"Words in context",0.01232,435.568,0.2047
"107",301902,"A",4,2477,"Words in context",0.01246,542.185,0.1610
"108",301888,"A",3,2477,"Words in context",0.01269,496.642,0.1716
"109",301882,"A",2,2477,"Words in context",0.01335,441.583,0.2000
"110",301714,"D",3,2477,"Words in context",0.01339,476.794,0.2014
"111",301502,"E",4,2477,"Words in context",0.01350,413.322,0.2000
"112",301710,"D",4,2477,"Words in context",0.01374,483.093,0.1879
"113",301692,"D",3,2477,"Words in context",0.01418,421.926,0.2000
"114",301834,"A",1,2477,"Words in context",0.01437,442.560,0.1728
"115",301716,"D",2,2477,"Words in context",0.01467,520.067,0.1875
"116",301702,"D",2,2477,"Words in context",0.01481,466.927,0.1963
"117",301632,"M",2,2477,"Words in context",0.01518,425.734,0.2000
"118",301896,"A",3,2477,"Words in context",0.01522,441.863,0.1747
"119",301444,"E",3,2477,"Words in context",0.01526,469.044,0.2324
"120",301886,"A",2,2477,"Words in context",0.01530,418.718,0.1923
"121",301892,"A",1,2477,"Words in context",0.01547,555.688,0.2094
"122",301572,"M",2,2477,"Words in context",0.01551,481.521,0.2380
"123",301906,"A",1,2477,"Words in context",0.01638,519.271,0.1832
"124",301770,"D",4,2477,"Words in context",0.01644,461.789,0.1809
"125",301712,"D",2,2477,"Words in context",0.01698,436.909,0.1908
"126",301830,"A",4,2477,"Words in context",0.01710,454.284,0.1611
"127",301566,"M",4,2477,"Words in context",0.01713,420.748,0.2000
"128",301698,"D",4,2477,"Words in context",0.01754,467.082,0.1679
"129",301508,"E",4,2477,"Words in context",0.01766,413.696,0.1916
"130",301500,"E",3,2477,"Words in context",0.01766,455.171,0.1928
"131",301628,"M",2,2477,"Words in context",0.01773,506.086,0.2793
"132",301646,"M",1,2477,"Words in context",0.01784,442.331,0.1955
"133",301904,"A",4,2477,"Words in context",0.01815,476.474,0.1529
"134",301574,"M",1,2477,"Words in context",0.01866,433.011,0.2000
"135",301706,"D",2,2477,"Words in context",0.01866,467.104,0.1773
"136",301894,"A",1,2477,"Words in context",0.01914,519.594,0.2022
"137",301562,"M",4,2477,"Words in context",0.01922,433.037,0.2000
"138",301884,"A",3,2477,"Words in context",0.01955,499.501,0.2689
"139",301898,"A",3,2477,"Words in context",0.02008,507.802,0.2025
"140",301768,"D",3,2477,"Words in context",0.02022,507.252,0.2776
"141",301440,"E",2,2477,"Words in context",0.02051,429.592,0.2617
"142",301446,"E",1,2477,"Words in context",0.02066,452.455,0.2204
"143",301456,"E",1,2477,"Words in context",0.02076,397.979,0.2629
"144",301644,"M",4,2477,"Words in context",0.02132,419.438,0.2000
"145",301908,"A",1,2477,"Words in context",0.02170,456.527,0.1872
"146",301900,"A",2,2477,"Words in context",0.02199,471.595,0.2126
"147",301458,"E",4,2477,"Words in context",0.02302,403.450,0.1996
"148",301564,"M",1,2477,"Words in context",0.02335,429.520,0.2000
"149",301568,"M",3,2477,"Words in context",0.02339,411.737,0.2000
"150",301460,"E",3,2477,"Words in context",0.02347,430.096,0.1952
"151",301652,"M",4,2477,"Words in context",0.02355,464.018,0.2268
"152",301836,"A",3,2477,"Words in context",0.02363,561.474,0.2569
"153",301648,"M",2,2477,"Words in context",0.02429,471.567,0.1930
"154",301700,"D",4,2477,"Words in context",0.02444,477.261,0.1857
"155",301454,"E",2,2477,"Words in context",0.02473,436.517,0.2838
"156",301764,"D",2,2477,"Words in context",0.02506,540.977,0.1862
"157",301578,"M",3,2477,"Words in context",0.02583,508.493,0.2915
"158",301438,"E",4,2477,"Words in context",0.02660,414.288,0.1749
"159",301576,"M",1,2477,"Words in context",0.02718,518.990,0.3121
"160",301766,"D",1,2477,"Words in context",0.02735,577.077,0.2361

