"Obs","ctb_item_id","ctb_level_id","ctb_answer_key","ctb_objective_id","ctb_objective_title","a_SS","b_SS","c_par"
"51",301018,"D",4,2473,"Sentences, Phrases, Clauses",0.01517,455.929,0.1910
"52",301170,"A",1,2473,"Sentences, Phrases, Clauses",0.01526,535.249,0.2125
"53",301054,"D",1,2473,"Sentences, Phrases, Clauses",0.01528,493.041,0.2204
"54",300760,"E",2,2473,"Sentences, Phrases, Clauses",0.01562,488.669,0.2559
"55",300788,"E",3,2473,"Sentences, Phrases, Clauses",0.01568,410.096,0.2127
"56",300904,"M",1,2473,"Sentences, Phrases, Clauses",0.01568,564.382,0.2034
"57",301192,"A",1,2473,"Sentences, Phrases, Clauses",0.01605,587.729,0.1629
"58",301090,"A",4,2473,"Sentences, Phrases, Clauses",0.01618,678.778,0.1506
"59",300862,"M",3,2473,"Sentences, Phrases, Clauses",0.01619,519.763,0.2592
"60",300856,"M",4,2473,"Sentences, Phrases, Clauses",0.01636,618.392,0.2195
"61",300912,"M",1,2473,"Sentences, Phrases, Clauses",0.01647,537.599,0.2409
"62",301028,"D",2,2473,"Sentences, Phrases, Clauses",0.01676,602.832,0.2855
"63",301002,"D",4,2473,"Sentences, Phrases, Clauses",0.01697,636.885,0.2062
"64",301110,"A",2,2473,"Sentences, Phrases, Clauses",0.01744,615.290,0.1940
"65",300998,"D",2,2473,"Sentences, Phrases, Clauses",0.01750,475.168,0.2040
"66",301178,"A",2,2473,"Sentences, Phrases, Clauses",0.01754,585.244,0.2143
"67",300738,"E",4,2473,"Sentences, Phrases, Clauses",0.01785,529.276,0.1900
"68",300884,"M",2,2473,"Sentences, Phrases, Clauses",0.01838,519.668,0.2264
"69",301086,"A",4,2473,"Sentences, Phrases, Clauses",0.01899,505.876,0.2191
"70",301114,"A",4,2473,"Sentences, Phrases, Clauses",0.01930,582.217,0.2620
"71",300910,"M",3,2473,"Sentences, Phrases, Clauses",0.01932,507.495,0.3100
"72",301122,"A",1,2473,"Sentences, Phrases, Clauses",0.01983,687.220,0.1466
"73",300812,"E",4,2473,"Sentences, Phrases, Clauses",0.02099,462.426,0.1664
"74",300830,"E",2,2473,"Sentences, Phrases, Clauses",0.02130,560.045,0.3208
"75",300848,"M",4,2473,"Sentences, Phrases, Clauses",0.02166,614.057,0.2080
"76",300882,"M",3,2473,"Sentences, Phrases, Clauses",0.02440,534.264,0.1993
"77",301088,"A",2,2473,"Sentences, Phrases, Clauses",0.02476,588.529,0.2231
"78",301162,"A",2,2473,"Sentences, Phrases, Clauses",0.02476,619.461,0.1773
"79",300968,"D",4,2473,"Sentences, Phrases, Clauses",0.02589,571.609,0.2854
"80",301032,"D",3,2473,"Sentences, Phrases, Clauses",0.02589,595.918,0.1835
"81",300966,"D",1,2473,"Sentences, Phrases, Clauses",0.02589,612.006,0.2156
"82",300970,"D",2,2473,"Sentences, Phrases, Clauses",0.02589,635.317,0.1866
"83",300770,"E",1,2473,"Sentences, Phrases, Clauses",0.02629,538.439,0.1856
"84",300734,"E",2,2473,"Sentences, Phrases, Clauses",0.02637,494.689,0.2504
"85",300792,"E",3,2473,"Sentences, Phrases, Clauses",0.02637,550.326,0.1828
"86",301044,"D",4,2474,"Writing Conventions",0.00506,504.946,0.2000
"87",301132,"A",1,2474,"Writing Conventions",0.00534,630.212,0.2000
"88",300950,"M",3,2474,"Writing Conventions",0.00612,553.730,0.2000
"89",301056,"D",4,2474,"Writing Conventions",0.00661,493.967,0.2000
"90",301070,"D",3,2474,"Writing Conventions",0.00677,515.534,0.2000
"91",301188,"A",1,2474,"Writing Conventions",0.00680,593.740,0.2000
"92",300932,"M",1,2474,"Writing Conventions",0.00684,571.461,0.2000
"93",301048,"D",4,2474,"Writing Conventions",0.00736,635.041,0.2000
"94",300890,"M",3,2474,"Writing Conventions",0.00753,500.619,0.2000
"95",301142,"A",4,2474,"Writing Conventions",0.00767,573.528,0.1870
"96",301130,"A",2,2474,"Writing Conventions",0.00792,645.801,0.2065
"97",301010,"D",1,2474,"Writing Conventions",0.00827,572.346,0.2101
"98",300888,"M",1,2474,"Writing Conventions",0.00854,555.510,0.1804
"99",301024,"D",1,2474,"Writing Conventions",0.00867,602.684,0.2000
"100",300996,"D",3,2474,"Writing Conventions",0.00937,536.025,0.2075
"101",300772,"E",2,2474,"Writing Conventions",0.00943,409.286,0.2000
"102",301016,"D",3,2474,"Writing Conventions",0.00973,482.950,0.2000
"103",301042,"D",3,2474,"Writing Conventions",0.00983,462.353,0.2000
"104",300948,"M",3,2474,"Writing Conventions",0.01002,472.462,0.2169
"105",300976,"D",4,2474,"Writing Conventions",0.01011,441.798,0.2000
"106",301190,"A",1,2474,"Writing Conventions",0.01016,576.660,0.2505
"107",300972,"D",2,2474,"Writing Conventions",0.01045,525.538,0.2064
"108",301008,"D",2,2474,"Writing Conventions",0.01067,627.735,0.2046
"109",301030,"D",2,2474,"Writing Conventions",0.01075,519.467,0.2029
"110",300758,"E",2,2474,"Writing Conventions",0.01082,413.563,0.2000
"111",300942,"M",1,2474,"Writing Conventions",0.01103,402.384,0.2000
"112",300920,"A",4,2474,"Writing Conventions",0.01105,476.930,0.1802
"113",300768,"E",3,2474,"Writing Conventions",0.01106,424.253,0.2000
"114",300764,"E",2,2474,"Writing Conventions",0.01138,402.194,0.2000
"115",300832,"E",4,2474,"Writing Conventions",0.01156,492.638,0.2000
"116",300928,"M",2,2474,"Writing Conventions",0.01182,430.490,0.2000
"117",300834,"E",3,2474,"Writing Conventions",0.01182,431.992,0.2168
"118",301076,"D",3,2474,"Writing Conventions",0.01184,476.517,0.1943
"119",300826,"E",2,2474,"Writing Conventions",0.01192,405.549,0.2000
"120",301006,"D",4,2474,"Writing Conventions",0.01209,499.358,0.2035
"121",301068,"D",2,2474,"Writing Conventions",0.01239,459.787,0.2000
"122",300736,"E",4,2474,"Writing Conventions",0.01243,484.976,0.1743
"123",300858,"M",2,2474,"Writing Conventions",0.01250,503.129,0.2102
"124",301138,"A",3,2474,"Writing Conventions",0.01259,541.695,0.2362
"125",301126,"A",4,2474,"Writing Conventions",0.01264,477.807,0.1814
"126",300754,"E",1,2474,"Writing Conventions",0.01315,438.122,0.2000
"127",301046,"D",2,2474,"Writing Conventions",0.01319,453.634,0.2000
"128",300778,"E",2,2474,"Writing Conventions",0.01323,441.946,0.2110
"129",301186,"A",4,2474,"Writing Conventions",0.01324,649.598,0.3011
"130",300824,"E",3,2474,"Writing Conventions",0.01328,450.758,0.2344
"131",300748,"E",3,2474,"Writing Conventions",0.01333,412.787,0.2000
"132",301040,"D",4,2474,"Writing Conventions",0.01341,666.921,0.2938
"133",300922,"M",1,2474,"Writing Conventions",0.01360,490.507,0.1657
"134",301136,"A",3,2474,"Writing Conventions",0.01405,469.260,0.1777
"135",301000,"D",1,2474,"Writing Conventions",0.01406,448.279,0.1937
"136",300896,"M",2,2474,"Writing Conventions",0.01423,515.069,0.2331
"137",300852,"M",4,2474,"Writing Conventions",0.01471,533.559,0.1632
"138",300892,"M",1,2474,"Writing Conventions",0.01574,435.725,0.2000
"139",300956,"M",1,2474,"Writing Conventions",0.01600,406.559,0.2000
"140",300870,"M",4,2474,"Writing Conventions",0.01613,429.139,0.1917
"141",301124,"A",2,2474,"Writing Conventions",0.01671,459.361,0.1793
"142",300720,"E",4,2474,"Writing Conventions",0.01676,413.743,0.1738
"143",300828,"E",1,2474,"Writing Conventions",0.01682,494.396,0.2367
"144",300746,"E",1,2474,"Writing Conventions",0.01691,487.442,0.2402
"145",301094,"A",3,2474,"Writing Conventions",0.01700,464.259,0.1764
"146",300780,"E",2,2474,"Writing Conventions",0.01703,410.802,0.2243
"147",300752,"E",3,2474,"Writing Conventions",0.01855,385.390,0.1902
"148",300782,"E",4,2474,"Writing Conventions",0.01871,433.440,0.1959
"149",300954,"M",1,2474,"Writing Conventions",0.01907,497.297,0.2859
"150",300944,"M",4,2474,"Writing Conventions",0.01909,502.346,0.1916
"151",300774,"E",4,2474,"Writing Conventions",0.02010,479.099,0.1715
"152",300750,"E",4,2474,"Writing Conventions",0.02044,428.935,0.1801
"153",300744,"E",2,2474,"Writing Conventions",0.02058,490.486,0.2809
"154",300918,"M",2,2474,"Writing Conventions",0.02175,569.690,0.2506
"155",300808,"E",1,2474,"Writing Conventions",0.02240,494.924,0.2477
"156",300806,"E",2,2474,"Writing Conventions",0.02253,560.182,0.2916
"157",300850,"M",1,2474,"Writing Conventions",0.02269,574.544,0.2507
"158",300946,"M",2,2474,"Writing Conventions",0.02596,526.227,0.2680
"159",300776,"E",3,2474,"Writing Conventions",0.02637,509.462,0.2269
"160",300814,"E",3,2474,"Writing Conventions",0.02637,543.203,0.2140

